PERIOD,LEAD_SOURCE,SOURCE_SALES,SOURCE_PREMIUM
2023-06-20,Barrington,0,0.0
2023-06-20,Channel Edge,0,0.0
2023-06-20,Google,2,237.98
2023-06-20,Lucent,1,302.72
2023-06-20,O2C,0,0.0
2023-06-20,Other,0,0.0
2023-06-20,Policy Chat,0,0.0
2023-06-20,Ring 2,0,0.0
2023-06-20,Roku,0,0.0
2023-06-20,VOXR,2,344.96
2023-06-20,Youtube,0,0.0
2023-06-20,Regal,0,0.0
2023-06-21,Barrington,1,231.94
2023-06-21,Channel Edge,0,0.0
2023-06-21,Google,3,379.8
2023-06-21,Lucent,0,0.0
2023-06-21,O2C,1,328.35
2023-06-21,Other,0,0.0
2023-06-21,Policy Chat,1,119.13
2023-06-21,Ring 2,1,343.93
2023-06-21,Roku,1,199.59
2023-06-21,VOXR,0,0.0
2023-06-21,Youtube,0,0.0
2023-06-21,Regal,0,0.0
2023-06-22,Barrington,0,0.0
2023-06-22,Channel Edge,0,0.0
2023-06-22,Google,1,127.21
2023-06-22,Lucent,1,293.24
2023-06-22,O2C,4,1562.5
2023-06-22,Other,0,0.0
2023-06-22,Policy Chat,2,215.24
2023-06-22,Ring 2,0,0.0
2023-06-22,Roku,0,0.0
2023-06-22,VOXR,1,292.51
2023-06-22,Youtube,0,0.0
2023-06-22,Regal,0,0.0
2023-06-23,Barrington,1,259.03
2023-06-23,Channel Edge,1,216.43
2023-06-23,Google,2,241.74
2023-06-23,Lucent,0,0.0
2023-06-23,O2C,0,0.0
2023-06-23,Other,0,0.0
2023-06-23,Policy Chat,0,0.0
2023-06-23,Ring 2,0,0.0
2023-06-23,Roku,1,258.76
2023-06-23,VOXR,0,0.0
2023-06-23,Youtube,0,0.0
2023-06-23,Regal,0,0.0
2023-06-24,Barrington,0,0.0
2023-06-24,Channel Edge,0,0.0
2023-06-24,Google,0,0.0
2023-06-24,Lucent,0,0.0
2023-06-24,O2C,1,286.98
2023-06-24,Other,0,0.0
2023-06-24,Policy Chat,0,0.0
2023-06-24,Ring 2,0,0.0
2023-06-24,Roku,0,0.0
2023-06-24,VOXR,0,0.0
2023-06-24,Youtube,0,0.0
2023-06-24,Regal,0,0.0
2023-06-25,Barrington,0,0.0
2023-06-25,Channel Edge,0,0.0
2023-06-25,Google,1,147.83
2023-06-25,Lucent,0,0.0
2023-06-25,O2C,0,0.0
2023-06-25,Other,0,0.0
2023-06-25,Policy Chat,1,119.46
2023-06-25,Ring 2,0,0.0
2023-06-25,Roku,0,0.0
2023-06-25,VOXR,0,0.0
2023-06-25,Youtube,1,173.4
2023-06-25,Regal,0,0.0
2023-06-26,Barrington,0,0.0
2023-06-26,Channel Edge,0,0.0
2023-06-26,Google,1,138.96
2023-06-26,Lucent,0,0.0
2023-06-26,O2C,1,347.48
2023-06-26,Other,0,0.0
2023-06-26,Policy Chat,2,144.39
2023-06-26,Ring 2,0,0.0
2023-06-26,Roku,0,0.0
2023-06-26,VOXR,0,0.0
2023-06-26,Youtube,0,0.0
2023-06-26,Regal,0,0.0
2023-06-27,Barrington,0,0.0
2023-06-27,Channel Edge,1,222.5
2023-06-27,Google,1,160.94
2023-06-27,Lucent,0,0.0
2023-06-27,O2C,0,0.0
2023-06-27,Other,1,67.27
2023-06-27,Policy Chat,0,0.0
2023-06-27,Ring 2,0,0.0
2023-06-27,Roku,0,0.0
2023-06-27,VOXR,0,0.0
2023-06-27,Youtube,0,0.0
2023-06-27,Regal,0,0.0
2023-06-28,Barrington,0,0.0
2023-06-28,Channel Edge,0,0.0
2023-06-28,Google,2,282.43
2023-06-28,Lucent,0,0.0
2023-06-28,O2C,0,0.0
2023-06-28,Other,0,0.0
2023-06-28,Policy Chat,2,142.06
2023-06-28,Ring 2,0,0.0
2023-06-28,Roku,0,0.0
2023-06-28,VOXR,0,0.0
2023-06-28,Youtube,0,0.0
2023-06-28,Regal,0,0.0
2023-06-29,Barrington,1,241.68
2023-06-29,Channel Edge,1,235.28
2023-06-29,Google,6,730.39
2023-06-29,Lucent,0,0.0
2023-06-29,O2C,0,0.0
2023-06-29,Other,0,0.0
2023-06-29,Policy Chat,2,180.86
2023-06-29,Ring 2,2,821.52
2023-06-29,Roku,0,0.0
2023-06-29,VOXR,0,0.0
2023-06-29,Youtube,0,0.0
2023-06-29,Regal,0,0.0
2023-06-30,Barrington,0,0.0
2023-06-30,Channel Edge,0,0.0
2023-06-30,Google,1,113.15
2023-06-30,Lucent,1,262.59
2023-06-30,O2C,0,0.0
2023-06-30,Other,1,66.91
2023-06-30,Policy Chat,0,0.0
2023-06-30,Ring 2,1,349.44
2023-06-30,Roku,1,250.5
2023-06-30,VOXR,0,0.0
2023-06-30,Youtube,0,0.0
2023-06-30,Regal,0,0.0
2023-07-01,Barrington,0,0.0
2023-07-01,Channel Edge,0,0.0
2023-07-01,Google,0,0.0
2023-07-01,Lucent,0,0.0
2023-07-01,O2C,1,376.56
2023-07-01,Other,1,62.59
2023-07-01,Policy Chat,0,0.0
2023-07-01,Ring 2,0,0.0
2023-07-01,Roku,0,0.0
2023-07-01,VOXR,1,232.79
2023-07-01,Youtube,2,337.56
2023-07-01,Regal,0,0.0
2023-07-02,Barrington,0,0.0
2023-07-02,Channel Edge,0,0.0
2023-07-02,Google,3,507.63
2023-07-02,Lucent,0,0.0
2023-07-02,O2C,3,977.97
2023-07-02,Other,0,0.0
2023-07-02,Policy Chat,0,0.0
2023-07-02,Ring 2,0,0.0
2023-07-02,Roku,0,0.0
2023-07-02,VOXR,1,217.63
2023-07-02,Youtube,0,0.0
2023-07-02,Regal,0,0.0
2023-07-03,Barrington,0,0.0
2023-07-03,Channel Edge,0,0.0
2023-07-03,Google,1,133.16
2023-07-03,Lucent,0,0.0
2023-07-03,O2C,1,258.01
2023-07-03,Other,0,0.0
2023-07-03,Policy Chat,0,0.0
2023-07-03,Ring 2,0,0.0
2023-07-03,Roku,0,0.0
2023-07-03,VOXR,0,0.0
2023-07-03,Youtube,0,0.0
2023-07-03,Regal,0,0.0
2023-07-04,Barrington,0,0.0
2023-07-04,Channel Edge,1,233.55
2023-07-04,Google,2,252.95
2023-07-04,Lucent,0,0.0
2023-07-04,O2C,2,606.48
2023-07-04,Other,0,0.0
2023-07-04,Policy Chat,0,0.0
2023-07-04,Ring 2,0,0.0
2023-07-04,Roku,0,0.0
2023-07-04,VOXR,0,0.0
2023-07-04,Youtube,0,0.0
2023-07-04,Regal,0,0.0
2023-07-05,Barrington,0,0.0
2023-07-05,Channel Edge,0,0.0
2023-07-05,Google,1,190.93
2023-07-05,Lucent,0,0.0
2023-07-05,O2C,0,0.0
2023-07-05,Other,0,0.0
2023-07-05,Policy Chat,0,0.0
2023-07-05,Ring 2,0,0.0
2023-07-05,Roku,0,0.0
2023-07-05,VOXR,1,228.14
2023-07-05,Youtube,1,214.31
2023-07-05,Regal,0,0.0
2023-07-06,Barrington,1,213.95
2023-07-06,Channel Edge,0,0.0
2023-07-06,Google,3,431.64
2023-07-06,Lucent,0,0.0
2023-07-06,O2C,1,271.09
2023-07-06,Other,2,108.34
2023-07-06,Policy Chat,0,0.0
2023-07-06,Ring 2,1,260.14
2023-07-06,Roku,1,223.2
2023-07-06,VOXR,0,0.0
2023-07-06,Youtube,0,0.0
2023-07-06,Regal,1,154.32
2023-07-07,Barrington,0,0.0
2023-07-07,Channel Edge,0,0.0
2023-07-07,Google,2,329.4
2023-07-07,Lucent,0,0.0
2023-07-07,O2C,1,341.26
2023-07-07,Other,0,0.0
2023-07-07,Policy Chat,1,79.7
2023-07-07,Ring 2,0,0.0
2023-07-07,Roku,0,0.0
2023-07-07,VOXR,3,915.9
2023-07-07,Youtube,1,218.06
2023-07-07,Regal,1,170.42
2023-07-08,Barrington,0,0.0
2023-07-08,Channel Edge,0,0.0
2023-07-08,Google,1,205.92
2023-07-08,Lucent,0,0.0
2023-07-08,O2C,0,0.0
2023-07-08,Other,0,0.0
2023-07-08,Policy Chat,0,0.0
2023-07-08,Ring 2,0,0.0
2023-07-08,Roku,0,0.0
2023-07-08,VOXR,0,0.0
2023-07-08,Youtube,0,0.0
2023-07-08,Regal,0,0.0
2023-07-09,Barrington,1,210.31
2023-07-09,Channel Edge,0,0.0
2023-07-09,Google,5,710.37
2023-07-09,Lucent,0,0.0
2023-07-09,O2C,0,0.0
2023-07-09,Other,0,0.0
2023-07-09,Policy Chat,1,103.47
2023-07-09,Ring 2,0,0.0
2023-07-09,Roku,0,0.0
2023-07-09,VOXR,0,0.0
2023-07-09,Youtube,0,0.0
2023-07-09,Regal,0,0.0
2023-07-10,Barrington,0,0.0
2023-07-10,Channel Edge,0,0.0
2023-07-10,Google,2,325.44
2023-07-10,Lucent,0,0.0
2023-07-10,O2C,1,325.99
2023-07-10,Other,1,50.44
2023-07-10,Policy Chat,0,0.0
2023-07-10,Ring 2,0,0.0
2023-07-10,Roku,0,0.0
2023-07-10,VOXR,1,272.32
2023-07-10,Youtube,0,0.0
2023-07-10,Regal,0,0.0
2023-07-11,Barrington,1,172.74
2023-07-11,Channel Edge,0,0.0
2023-07-11,Google,2,280.0
2023-07-11,Lucent,0,0.0
2023-07-11,O2C,1,348.84
2023-07-11,Other,0,0.0
2023-07-11,Policy Chat,1,75.89
2023-07-11,Ring 2,0,0.0
2023-07-11,Roku,2,342.74
2023-07-11,VOXR,2,550.28
2023-07-11,Youtube,1,167.49
2023-07-11,Regal,0,0.0
2023-07-12,Barrington,1,199.61
2023-07-12,Channel Edge,0,0.0
2023-07-12,Google,0,0.0
2023-07-12,Lucent,0,0.0
2023-07-12,O2C,1,261.28
2023-07-12,Other,1,54.23
2023-07-12,Policy Chat,1,88.37
2023-07-12,Ring 2,0,0.0
2023-07-12,Roku,1,216.79
2023-07-12,VOXR,0,0.0
2023-07-12,Youtube,1,231.92
2023-07-12,Regal,0,0.0
2023-07-13,Barrington,0,0.0
2023-07-13,Channel Edge,0,0.0
2023-07-13,Google,2,462.73
2023-07-13,Lucent,0,0.0
2023-07-13,O2C,1,358.41
2023-07-13,Other,1,50.5
2023-07-13,Policy Chat,1,80.35
2023-07-13,Ring 2,0,0.0
2023-07-13,Roku,0,0.0
2023-07-13,VOXR,0,0.0
2023-07-13,Youtube,0,0.0
2023-07-13,Regal,0,0.0
2023-07-14,Barrington,0,0.0
2023-07-14,Channel Edge,0,0.0
2023-07-14,Google,4,522.52
2023-07-14,Lucent,0,0.0
2023-07-14,O2C,3,1124.85
2023-07-14,Other,0,0.0
2023-07-14,Policy Chat,1,89.6
2023-07-14,Ring 2,0,0.0
2023-07-14,Roku,3,891.5
2023-07-14,VOXR,1,336.69
2023-07-14,Youtube,0,0.0
2023-07-14,Regal,0,0.0
2023-07-15,Barrington,0,0.0
2023-07-15,Channel Edge,0,0.0
2023-07-15,Google,0,0.0
2023-07-15,Lucent,0,0.0
2023-07-15,O2C,1,297.11
2023-07-15,Other,0,0.0
2023-07-15,Policy Chat,0,0.0
2023-07-15,Ring 2,0,0.0
2023-07-15,Roku,1,315.66
2023-07-15,VOXR,0,0.0
2023-07-15,Youtube,0,0.0
2023-07-15,Regal,0,0.0
2023-07-16,Barrington,0,0.0
2023-07-16,Channel Edge,0,0.0
2023-07-16,Google,2,297.67
2023-07-16,Lucent,0,0.0
2023-07-16,O2C,1,289.58
2023-07-16,Other,1,65.15
2023-07-16,Policy Chat,0,0.0
2023-07-16,Ring 2,0,0.0
2023-07-16,Roku,1,196.94
2023-07-16,VOXR,0,0.0
2023-07-16,Youtube,1,216.81
2023-07-16,Regal,0,0.0
2023-07-17,Barrington,1,271.19
2023-07-17,Channel Edge,0,0.0
2023-07-17,Google,8,1246.69
2023-07-17,Lucent,0,0.0
2023-07-17,O2C,1,309.05
2023-07-17,Other,0,0.0
2023-07-17,Policy Chat,1,66.91
2023-07-17,Ring 2,1,365.06
2023-07-17,Roku,0,0.0
2023-07-17,VOXR,0,0.0
2023-07-17,Youtube,1,194.85
2023-07-17,Regal,0,0.0
2023-07-18,Barrington,0,0.0
2023-07-18,Channel Edge,0,0.0
2023-07-18,Google,3,499.52
2023-07-18,Lucent,0,0.0
2023-07-18,O2C,1,318.84
2023-07-18,Other,1,61.78
2023-07-18,Policy Chat,1,59.48
2023-07-18,Ring 2,0,0.0
2023-07-18,Roku,1,181.13
2023-07-18,VOXR,0,0.0
2023-07-18,Youtube,1,145.97
2023-07-18,Regal,0,0.0
2023-07-19,Barrington,0,0.0
2023-07-19,Channel Edge,0,0.0
2023-07-19,Google,2,298.9
2023-07-19,Lucent,0,0.0
2023-07-19,O2C,0,0.0
2023-07-19,Other,1,63.28
2023-07-19,Policy Chat,1,67.46
2023-07-19,Ring 2,2,748.28
2023-07-19,Roku,1,199.59
2023-07-19,VOXR,0,0.0
2023-07-19,Youtube,0,0.0
2023-07-19,Regal,1,177.23
2023-07-20,Barrington,0,0.0
2023-07-20,Channel Edge,0,0.0
2023-07-20,Google,4,651.86
2023-07-20,Lucent,0,0.0
2023-07-20,O2C,1,379.25
2023-07-20,Other,0,0.0
2023-07-20,Policy Chat,0,0.0
2023-07-20,Ring 2,0,0.0
2023-07-20,Roku,1,248.04
2023-07-20,VOXR,0,0.0
2023-07-20,Youtube,0,0.0
2023-07-20,Regal,0,0.0
2023-07-21,Barrington,2,328.73
2023-07-21,Channel Edge,0,0.0
2023-07-21,Google,0,0.0
2023-07-21,Lucent,0,0.0
2023-07-21,O2C,0,0.0
2023-07-21,Other,0,0.0
2023-07-21,Policy Chat,1,64.77
2023-07-21,Ring 2,0,0.0
2023-07-21,Roku,1,130.19
2023-07-21,VOXR,0,0.0
2023-07-21,Youtube,1,206.8
2023-07-21,Regal,0,0.0
2023-07-22,Barrington,0,0.0
2023-07-22,Channel Edge,1,213.67
2023-07-22,Google,1,170.96
2023-07-22,Lucent,0,0.0
2023-07-22,O2C,0,0.0
2023-07-22,Other,0,0.0
2023-07-22,Policy Chat,0,0.0
2023-07-22,Ring 2,0,0.0
2023-07-22,Roku,0,0.0
2023-07-22,VOXR,0,0.0
2023-07-22,Youtube,2,326.86
2023-07-22,Regal,0,0.0
2023-07-23,Barrington,1,207.17
2023-07-23,Channel Edge,0,0.0
2023-07-23,Google,2,334.24
2023-07-23,Lucent,0,0.0
2023-07-23,O2C,0,0.0
2023-07-23,Other,0,0.0
2023-07-23,Policy Chat,0,0.0
2023-07-23,Ring 2,0,0.0
2023-07-23,Roku,0,0.0
2023-07-23,VOXR,0,0.0
2023-07-23,Youtube,2,300.32
2023-07-23,Regal,1,149.33
2023-07-24,Barrington,0,0.0
2023-07-24,Channel Edge,1,167.92
2023-07-24,Google,1,162.22
2023-07-24,Lucent,0,0.0
2023-07-24,O2C,0,0.0
2023-07-24,Other,1,50.0
2023-07-24,Policy Chat,0,0.0
2023-07-24,Ring 2,0,0.0
2023-07-24,Roku,0,0.0
2023-07-24,VOXR,0,0.0
2023-07-24,Youtube,1,132.36
2023-07-24,Regal,1,192.25
2023-07-25,Barrington,0,0.0
2023-07-25,Channel Edge,0,0.0
2023-07-25,Google,3,506.21
2023-07-25,Lucent,1,270.07
2023-07-25,O2C,4,1747.67
2023-07-25,Other,0,0.0
2023-07-25,Policy Chat,0,0.0
2023-07-25,Ring 2,0,0.0
2023-07-25,Roku,1,291.06
2023-07-25,VOXR,0,0.0
2023-07-25,Youtube,0,0.0
2023-07-25,Regal,1,152.33
2023-07-26,Barrington,0,0.0
2023-07-26,Channel Edge,0,0.0
2023-07-26,Google,0,0.0
2023-07-26,Lucent,0,0.0
2023-07-26,O2C,1,390.62
2023-07-26,Other,0,0.0
2023-07-26,Policy Chat,0,0.0
2023-07-26,Ring 2,1,284.6
2023-07-26,Roku,0,0.0
2023-07-26,VOXR,0,0.0
2023-07-26,Youtube,0,0.0
2023-07-26,Regal,0,0.0
2023-07-27,Barrington,0,0.0
2023-07-27,Channel Edge,1,262.67
2023-07-27,Google,2,276.14
2023-07-27,Lucent,0,0.0
2023-07-27,O2C,0,0.0
2023-07-27,Other,1,50.0
2023-07-27,Policy Chat,0,0.0
2023-07-27,Ring 2,0,0.0
2023-07-27,Roku,1,219.43
2023-07-27,VOXR,0,0.0
2023-07-27,Youtube,0,0.0
2023-07-27,Regal,1,109.49
2023-07-28,Barrington,1,190.72
2023-07-28,Channel Edge,0,0.0
2023-07-28,Google,2,347.83
2023-07-28,Lucent,0,0.0
2023-07-28,O2C,0,0.0
2023-07-28,Other,1,58.48
2023-07-28,Policy Chat,0,0.0
2023-07-28,Ring 2,0,0.0
2023-07-28,Roku,1,233.88
2023-07-28,VOXR,0,0.0
2023-07-28,Youtube,1,149.47
2023-07-28,Regal,0,0.0
2023-07-29,Barrington,0,0.0
2023-07-29,Channel Edge,0,0.0
2023-07-29,Google,0,0.0
2023-07-29,Lucent,0,0.0
2023-07-29,O2C,0,0.0
2023-07-29,Other,0,0.0
2023-07-29,Policy Chat,1,57.63
2023-07-29,Ring 2,0,0.0
2023-07-29,Roku,1,184.16
2023-07-29,VOXR,0,0.0
2023-07-29,Youtube,0,0.0
2023-07-29,Regal,0,0.0
2023-07-30,Barrington,0,0.0
2023-07-30,Channel Edge,0,0.0
2023-07-30,Google,2,380.6
2023-07-30,Lucent,0,0.0
2023-07-30,O2C,7,2184.34
2023-07-30,Other,0,0.0
2023-07-30,Policy Chat,1,69.43
2023-07-30,Ring 2,0,0.0
2023-07-30,Roku,0,0.0
2023-07-30,VOXR,0,0.0
2023-07-30,Youtube,1,242.99
2023-07-30,Regal,1,145.35
2023-07-31,Barrington,0,0.0
2023-07-31,Channel Edge,0,0.0
2023-07-31,Google,0,0.0
2023-07-31,Lucent,0,0.0
2023-07-31,O2C,0,0.0
2023-07-31,Other,0,0.0
2023-07-31,Policy Chat,0,0.0
2023-07-31,Ring 2,0,0.0
2023-07-31,Roku,0,0.0
2023-07-31,VOXR,0,0.0
2023-07-31,Youtube,0,0.0
2023-07-31,Regal,0,0.0
2023-08-01,Barrington,1,242.39
2023-08-01,Channel Edge,0,0.0
2023-08-01,Google,0,0.0
2023-08-01,Lucent,0,0.0
2023-08-01,O2C,0,0.0
2023-08-01,Other,0,0.0
2023-08-01,Policy Chat,1,65.81
2023-08-01,Ring 2,0,0.0
2023-08-01,Roku,0,0.0
2023-08-01,VOXR,1,281.04
2023-08-01,Youtube,0,0.0
2023-08-01,Regal,1,188.71
2023-08-02,Barrington,2,433.78
2023-08-02,Channel Edge,0,0.0
2023-08-02,Google,2,396.93
2023-08-02,Lucent,0,0.0
2023-08-02,O2C,1,378.09
2023-08-02,Other,0,0.0
2023-08-02,Policy Chat,0,0.0
2023-08-02,Ring 2,0,0.0
2023-08-02,Roku,1,167.38
2023-08-02,VOXR,1,293.73
2023-08-02,Youtube,2,375.05
2023-08-02,Regal,0,0.0
2023-08-03,Barrington,1,178.18
2023-08-03,Channel Edge,0,0.0
2023-08-03,Google,3,464.1
2023-08-03,Lucent,0,0.0
2023-08-03,O2C,0,0.0
2023-08-03,Other,0,0.0
2023-08-03,Policy Chat,1,78.59
2023-08-03,Ring 2,0,0.0
2023-08-03,Roku,1,228.34
2023-08-03,VOXR,2,587.12
2023-08-03,Youtube,1,192.2
2023-08-03,Regal,0,0.0
2023-08-04,Barrington,0,0.0
2023-08-04,Channel Edge,0,0.0
2023-08-04,Google,1,186.78
2023-08-04,Lucent,0,0.0
2023-08-04,O2C,0,0.0
2023-08-04,Other,0,0.0
2023-08-04,Policy Chat,0,0.0
2023-08-04,Ring 2,0,0.0
2023-08-04,Roku,0,0.0
2023-08-04,VOXR,0,0.0
2023-08-04,Youtube,1,208.29
2023-08-04,Regal,0,0.0
2023-08-05,Barrington,0,0.0
2023-08-05,Channel Edge,1,256.27
2023-08-05,Google,4,787.23
2023-08-05,Lucent,1,286.06
2023-08-05,O2C,1,260.0
2023-08-05,Other,0,0.0
2023-08-05,Policy Chat,0,0.0
2023-08-05,Ring 2,0,0.0
2023-08-05,Roku,1,219.64
2023-08-05,VOXR,0,0.0
2023-08-05,Youtube,3,427.15
2023-08-05,Regal,1,189.48
2023-08-06,Barrington,0,0.0
2023-08-06,Channel Edge,0,0.0
2023-08-06,Google,2,313.05
2023-08-06,Lucent,0,0.0
2023-08-06,O2C,0,0.0
2023-08-06,Other,1,61.09
2023-08-06,Policy Chat,0,0.0
2023-08-06,Ring 2,0,0.0
2023-08-06,Roku,0,0.0
2023-08-06,VOXR,0,0.0
2023-08-06,Youtube,0,0.0
2023-08-06,Regal,0,0.0
2023-08-07,Barrington,0,0.0
2023-08-07,Channel Edge,0,0.0
2023-08-07,Google,2,364.13
2023-08-07,Lucent,0,0.0
2023-08-07,O2C,0,0.0
2023-08-07,Other,1,50.35
2023-08-07,Policy Chat,0,0.0
2023-08-07,Ring 2,0,0.0
2023-08-07,Roku,0,0.0
2023-08-07,VOXR,0,0.0
2023-08-07,Youtube,0,0.0
2023-08-07,Regal,2,380.31
2023-08-08,Barrington,0,0.0
2023-08-08,Channel Edge,0,0.0
2023-08-08,Google,1,140.18
2023-08-08,Lucent,0,0.0
2023-08-08,O2C,0,0.0
2023-08-08,Other,1,50.0
2023-08-08,Policy Chat,1,80.55
2023-08-08,Ring 2,0,0.0
2023-08-08,Roku,2,373.05
2023-08-08,VOXR,0,0.0
2023-08-08,Youtube,0,0.0
2023-08-08,Regal,0,0.0
2023-08-09,Barrington,0,0.0
2023-08-09,Channel Edge,1,301.76
2023-08-09,Google,4,758.13
2023-08-09,Lucent,0,0.0
2023-08-09,O2C,0,0.0
2023-08-09,Other,1,61.21
2023-08-09,Policy Chat,0,0.0
2023-08-09,Ring 2,0,0.0
2023-08-09,Roku,2,424.77
2023-08-09,VOXR,1,243.9
2023-08-09,Youtube,1,226.44
2023-08-09,Regal,0,0.0
2023-08-10,Barrington,1,159.27
2023-08-10,Channel Edge,0,0.0
2023-08-10,Google,4,652.35
2023-08-10,Lucent,0,0.0
2023-08-10,O2C,2,655.08
2023-08-10,Other,1,79.19
2023-08-10,Policy Chat,1,69.89
2023-08-10,Ring 2,0,0.0
2023-08-10,Roku,0,0.0
2023-08-10,VOXR,1,224.82
2023-08-10,Youtube,0,0.0
2023-08-10,Regal,0,0.0
2023-08-11,Barrington,0,0.0
2023-08-11,Channel Edge,0,0.0
2023-08-11,Google,1,214.7
2023-08-11,Lucent,0,0.0
2023-08-11,O2C,0,0.0
2023-08-11,Other,0,0.0
2023-08-11,Policy Chat,0,0.0
2023-08-11,Ring 2,0,0.0
2023-08-11,Roku,0,0.0
2023-08-11,VOXR,0,0.0
2023-08-11,Youtube,0,0.0
2023-08-11,Regal,0,0.0
2023-08-12,Barrington,0,0.0
2023-08-12,Channel Edge,0,0.0
2023-08-12,Google,1,172.63
2023-08-12,Lucent,0,0.0
2023-08-12,O2C,0,0.0
2023-08-12,Other,0,0.0
2023-08-12,Policy Chat,0,0.0
2023-08-12,Ring 2,0,0.0
2023-08-12,Roku,0,0.0
2023-08-12,VOXR,0,0.0
2023-08-12,Youtube,1,231.18
2023-08-12,Regal,0,0.0
2023-08-13,Barrington,0,0.0
2023-08-13,Channel Edge,0,0.0
2023-08-13,Google,3,576.86
2023-08-13,Lucent,0,0.0
2023-08-13,O2C,0,0.0
2023-08-13,Other,0,0.0
2023-08-13,Policy Chat,1,73.54
2023-08-13,Ring 2,0,0.0
2023-08-13,Roku,0,0.0
2023-08-13,VOXR,0,0.0
2023-08-13,Youtube,3,608.91
2023-08-13,Regal,0,0.0
2023-08-14,Barrington,0,0.0
2023-08-14,Channel Edge,0,0.0
2023-08-14,Google,2,424.25
2023-08-14,Lucent,0,0.0
2023-08-14,O2C,0,0.0
2023-08-14,Other,1,52.46
2023-08-14,Policy Chat,1,70.65
2023-08-14,Ring 2,0,0.0
2023-08-14,Roku,0,0.0
2023-08-14,VOXR,1,312.34
2023-08-14,Youtube,0,0.0
2023-08-14,Regal,3,303.99
2023-08-15,Barrington,1,252.77
2023-08-15,Channel Edge,0,0.0
2023-08-15,Google,1,204.57
2023-08-15,Lucent,0,0.0
2023-08-15,O2C,0,0.0
2023-08-15,Other,1,60.81
2023-08-15,Policy Chat,0,0.0
2023-08-15,Ring 2,1,421.77
2023-08-15,Roku,1,156.01
2023-08-15,VOXR,0,0.0
2023-08-15,Youtube,0,0.0
2023-08-15,Regal,0,0.0
2023-08-16,Barrington,0,0.0
2023-08-16,Channel Edge,0,0.0
2023-08-16,Google,1,179.98
2023-08-16,Lucent,0,0.0
2023-08-16,O2C,1,361.5
2023-08-16,Other,0,0.0
2023-08-16,Policy Chat,0,0.0
2023-08-16,Ring 2,0,0.0
2023-08-16,Roku,0,0.0
2023-08-16,VOXR,0,0.0
2023-08-16,Youtube,1,209.79
2023-08-16,Regal,0,0.0
2023-08-17,Barrington,0,0.0
2023-08-17,Channel Edge,0,0.0
2023-08-17,Google,1,122.44
2023-08-17,Lucent,0,0.0
2023-08-17,O2C,0,0.0
2023-08-17,Other,0,0.0
2023-08-17,Policy Chat,0,0.0
2023-08-17,Ring 2,0,0.0
2023-08-17,Roku,0,0.0
2023-08-17,VOXR,0,0.0
2023-08-17,Youtube,2,252.19
2023-08-17,Regal,0,0.0
2023-08-18,Barrington,0,0.0
2023-08-18,Channel Edge,0,0.0
2023-08-18,Google,0,0.0
2023-08-18,Lucent,0,0.0
2023-08-18,O2C,1,326.94
2023-08-18,Other,1,65.88
2023-08-18,Policy Chat,1,80.51
2023-08-18,Ring 2,0,0.0
2023-08-18,Roku,0,0.0
2023-08-18,VOXR,0,0.0
2023-08-18,Youtube,0,0.0
2023-08-18,Regal,0,0.0
2023-08-19,Barrington,0,0.0
2023-08-19,Channel Edge,0,0.0
2023-08-19,Google,0,0.0
2023-08-19,Lucent,0,0.0
2023-08-19,O2C,2,649.05
2023-08-19,Other,0,0.0
2023-08-19,Policy Chat,0,0.0
2023-08-19,Ring 2,0,0.0
2023-08-19,Roku,0,0.0
2023-08-19,VOXR,0,0.0
2023-08-19,Youtube,1,187.28
2023-08-19,Regal,0,0.0
2023-08-20,Barrington,0,0.0
2023-08-20,Channel Edge,0,0.0
2023-08-20,Google,2,360.26
2023-08-20,Lucent,0,0.0
2023-08-20,O2C,0,0.0
2023-08-20,Other,1,50.33
2023-08-20,Policy Chat,0,0.0
2023-08-20,Ring 2,1,520.38
2023-08-20,Roku,0,0.0
2023-08-20,VOXR,0,0.0
2023-08-20,Youtube,1,182.35
2023-08-20,Regal,0,0.0
2023-08-21,Barrington,2,440.32
2023-08-21,Channel Edge,0,0.0
2023-08-21,Google,5,865.39
2023-08-21,Lucent,0,0.0
2023-08-21,O2C,0,0.0
2023-08-21,Other,1,70.49
2023-08-21,Policy Chat,0,0.0
2023-08-21,Ring 2,0,0.0
2023-08-21,Roku,1,197.61
2023-08-21,VOXR,0,0.0
2023-08-21,Youtube,1,193.74
2023-08-21,Regal,1,135.01
2023-08-22,Barrington,0,0.0
2023-08-22,Channel Edge,0,0.0
2023-08-22,Google,8,1592.14
2023-08-22,Lucent,0,0.0
2023-08-22,O2C,1,393.35
2023-08-22,Other,1,86.34
2023-08-22,Policy Chat,0,0.0
2023-08-22,Ring 2,0,0.0
2023-08-22,Roku,0,0.0
2023-08-22,VOXR,0,0.0
2023-08-22,Youtube,0,0.0
2023-08-22,Regal,1,103.71
2023-08-23,Barrington,0,0.0
2023-08-23,Channel Edge,0,0.0
2023-08-23,Google,1,166.67
2023-08-23,Lucent,0,0.0
2023-08-23,O2C,0,0.0
2023-08-23,Other,0,0.0
2023-08-23,Policy Chat,1,61.55
2023-08-23,Ring 2,1,507.54
2023-08-23,Roku,0,0.0
2023-08-23,VOXR,0,0.0
2023-08-23,Youtube,0,0.0
2023-08-23,Regal,1,137.47
2023-08-24,Barrington,0,0.0
2023-08-24,Channel Edge,2,471.35
